Class;Name;Title;Sex;Age;Hometown;Boarded;Home country;Destination;Position;Station;Survived;Lifeboat;Body
2;"Hume, Mr. John Law ""Jock""[56]";Mr;Male;21;Dumfries, Scotland;Southampton;;New York City;Violinist;Ship's orchestra;0;;193MB
2;Hunt, Mr. George Henry;Mr;Male;33;Philadelphia, Pennsylvania, US;Southampton;;Philadelphia, Pennsylvania, US;;;0;;
2;Ilett, Miss Bertha;Miss;Female;17;Jersey, Channel Islands;Southampton;;Atlanta, Georgia, US;;;1;?;
2;Jacobsohn, Mr. Sidney Samuel;Mr;Male;40;London, England;Southampton;;Montreal, Quebec, Canada;;;0;;
2;Jacobsohn, Mrs. Amy Frances Christy (née Cohen);Mr;Female;24;London, England;Southampton;;Montreal, Quebec, Canada;;;1;12;
2;Jarvis, Mr. Denzil John;Mr;Male;47;Stoneygate, Leicestershire, England;Southampton;;New York City;;;0;;
2;Jefferys, Mr. Clifford Thomas;Mr;Male;24;Guernsey, Channel Islands;Southampton;;Elizabeth, New Jersey, US;;;0;;
2;Jefferys, Mr. Ernest Wilifred;Mr;Male;22;Guernsey, Channel Islands;Southampton;;Elizabeth, New Jersey, US;;;0;;
2;Jenkin, Mr. Stephen Curnow;Mr;Male;32;St. Ives, Cornwall, England;Southampton;;Houghton, Michigan, US;;;0;;
2;Jerwan, Mrs. Marie Marthe (née Thuillard);Mr;Female;23;New York City;Southampton;;New York City;;;1;11;
2;Kantor, Mr. Sinai;Mr;Male;34;Vitebsk, Russian Empire;Southampton;;Bronx, New York, US;;;0;;283MB
2;Kantor, Mrs. Miriam (née Sternin);Mr;Female;24;Vitebsk, Russian Empire;Southampton;;Bronx, New York, US;;;1;12;
2;Karnes, Mrs. Claire (née Bennett);Mr;Female;28;Pittsburgh, Pennsylvania, US;Southampton;;Pittsburgh, Pennsylvania, US;;;0;;
2;Keane, Mr. Daniel;Mr;Male;35;Limerick, Ireland[note 1];Queenstown;;St Louis, Missouri, US;;;0;;
2;Keane, Miss Nora Agnes;Miss;Female;46;Castleconnell, Limerick, Ireland[note 1];Queenstown;;Harrisburg, Pennsylvania, US;;;1;10;
2;"Kelly, Miss Florence ""Fannie""";Miss;Female;45;London, England;Southampton;;New York City;;;1;9;
2;Kirkland, Reverend Charles Leonard;FAUX;Male;52;Glasgow, Scotland;Queenstown;;Tuxford, Saskatchewan, Canada;;;0;;
2;Knight, Mr. Robert J.[56];Mr;Male;39;Belfast, Ireland;Belfast;;New York City;Fitter;Guarantee group;0;;
2;Krins, Mr. Georges Alexandré[56];Mr;Male;23;London, England;Southampton;;New York City;Violinist;Ship's orchestra;0;;
2;Kvillner, Mr. Johan Henrik Johannesson;Mr;Male;31;Trollhättan, Västergötland, Sweden;Southampton;;Arlington, Virginia, US;;;0;;165MB
2;Lahtinen, Reverend William;FAUX;Male;35;Minneapolis, Minnesota, US;Southampton;;Minneapolis, Minnesota, US;;;0;;
2;Lahtinen, Mrs. Anna Amelia (née Sylfvén);Mr;Female;26;Minneapolis, Minnesota, US;Southampton;;Minneapolis, Minnesota, US;;;0;;
2;Lamb, Mr. John Joseph;Mr;Male;30;Glencree, Ireland[note 1];Queenstown;;Providence, Rhode Island, US;;;0;;
2;Laroche, Mr. Joseph Philippe Lemercier;Mr;Male;25;Paris, France;Cherbourg;;Cap-Haïtien, Haiti;;;0;;
2;Laroche, Mrs. Juliette Marie Louise (née Lafargue)[58][71];Mr;Female;22;Paris, France;Cherbourg;;Cap-Haïtien, Haiti;;;1;14;
2;Laroche, Miss Simoné Marie Anne Andrée;Miss;Female;3;Paris, France;Cherbourg;;Cap-Haïtien, Haiti;;;1;14;
2;Laroche, Miss Louise Marguerite;Miss;Female;1;Paris, France;Cherbourg;;Cap-Haïtien, Haiti;;;1;14;
2;Lehmann, Miss Bertha;Miss;Female;17;Lotzwil, Switzerland;Cherbourg;;Central City, Iowa, US;;;1;12;
2;Leitch, Miss Jessie Wills;Miss;Female;31;London, England;Southampton;;Chicago, Illinois, US;;;1;11;
2;"Lemore, Mrs. Amelia ""Milley"" (née Hunt)";Mr;Female;34;Chicago, Illinois, US;Southampton;;Chicago, Illinois, US;;;1;14;
2;Levy, Mr. René Jacques;Mr;Male;36;Montreal, Quebec, Canada;Cherbourg;;Montreal, Quebec, Canada;;;0;;
2;Leyson, Mr. Robert William Norman;Mr;Male;25;London, England;Southampton;;New York City;;;0;;108MB
2;Linnane, Mr. John;Mr;Male;61;Chelsea, Michigan, US;Southampton;;Chelsea, Michigan, US;;;0;;
2;Louch, Mr. Charles Alexander;Mr;Male;50;Weston-super-Mare, North Somerset, England;Southampton;;New York City;;;0;;121MB
2;Louch, Mrs. Alice Adelaide (née Slow);Mr;Female;42;Weston-super-Mare, North Somerset, England;Southampton;;New York City;;;1;14;
2;Mack, Mrs. Mary (née Lacy);Mr;Female;57;Southampton, Hampshire, England;Southampton;;New York City;;;0;;52MB
2;Malachard, Mr. Jean-Noël;Mr;Male;25;Paris, France;Cherbourg;;New York City;;;0;;
2;Mallet, Mr. Albert;Mr;Male;31;Montreal, Quebec, Canada;Cherbourg;;Montreal, Quebec, Canada;;;0;;
2;Mallet, Mrs. Antoinette Marie (née Magnin);Mr;Female;24;Montreal, Quebec, Canada;Cherbourg;;Montreal, Quebec, Canada;;;1;10;
2;Mallet, Master André Clément;Master;Male;1;Montreal, Quebec, Canada;Cherbourg;;Montreal, Quebec, Canada;;;1;10;
2;Mangiavacchi, Mr. Serafino Emilio;Mr;Male;30;Paris, France;Cherbourg;;New York City;;;0;;
2;Matthews, Mr. William John;Mr;Male;30;St Austell, Cornwall, England;Southampton;;La Salle, Illinois, US;;;0;;
2;Maybery, Mr. Frank Hubert;Mr;Male;36;Weston-super-Mare, North Somerset, England;Southampton;;Moose Jaw, Saskatchewan, Canada;;;0;;
2;McCrae, Mr. Arthur Gordon;Mr;Male;32;Sydney, New South Wales, Australia;Southampton;;Canada;;;0;;209MB
2;McCrie, Mr. James Matthew;Mr;Male;32;Sarnia, Ontario, Canada;Southampton;;Sarnia, Ontario, Canada;;;0;;
2;McKane, Mr. Peter David;Mr;Male;46;Guernsey, Channel Islands;Southampton;;Rochester, New York, US;;;0;;
2;Mellinger, Mrs. Elizabeth Anne (née Maidment);Mr;Female;41;Wimbledon, London, England;Southampton;;Bennington, Vermont, US;;;1;14;
2;Mellinger, Miss Madeleine Violet;Miss;Female;13;Wimbledon, London, England;Southampton;;Bennington, Vermont, US;;;1;14;
2;Mellors, Mr. William John;Mr;Male;19;Chelsea, London, England;Southampton;;Long Island, New York, US;;;1;B;
2;Meyer, Mr. August;Mr;Male;31;Harrow, London, England;Southampton;;New York City;;;0;;
2;Milling, Mr. Jacob Christian;Mr;Male;48;Odense, Denmark;Southampton;;Oregon, Wisconsin, US;;;0;;271MB
2;Mitchell, Mr. Henry Michael;Mr;Male;71;Guernsey, Channel Islands;Southampton;;Toledo, Ohio, US;;;0;;
2;Montvila, Father Juozas;FAUX;Male;27;Gudin?, Lithuania [72];Southampton;;Worcester, Massachusetts, US;;;0;;
2;Moraweck, Dr. Ernest;Dr;Male;54;Frankfort, Kentucky, US;Southampton;;Frankfort, Kentucky, US;;;0;;
2;Morley, Mr. Henry Samuel (alias Mr. Henry Marshall);Mr;Male;38;Birmingham, Worcester, England;Southampton;;Los Angeles, US;;;0;;
2;Mudd, Mr. Thomas Charles;Mr;Male;16;Huntingfield, Suffolk, England;Southampton;;New York City;;;0;;
2;Myles, Mr. Thomas Francis;Mr;Male;63;Fermoy, Ireland[note 1];Queenstown;;Waban, Massachusetts, US;;;0;;
2;Nassr Allah, Mr. Niqula Khalil;Mr;Male;28;Zahlé, Lebanon, Ottoman Empire[note 7];Cherbourg;;Cleveland, Ohio, US;;;0;;43MB
2;Nassr Allah, Mrs. Adal (née Akim)[58][73];Mr;Female;14;Zahlé, Lebanon, Ottoman Empire;Cherbourg;;Cleveland, Ohio, US;;;1;?;
2;Navratil, Mr. Michel (alias Louis M. Hoffman);Mr;Male;32;Nice, France;Southampton;;New York City;;;0;;15MB
2;Navratil, Master Michel Marcel;Master;Male;3;Nice, France;Southampton;;New York City;;;1;D;
2;Navratil, Master Edmond Roger;Master;Male;2;Nice, France;Southampton;;New York City;;;1;D;
2;Nesson, Mr. Israel;Mr;Male;26;London, England;Southampton;;Boston, Massachusetts, US;;;0;;
2;"Nicholls, Mr. Joseph Charles ""Joe""";Mr;Male;19;St. Ives, Cornwall, England;Southampton;;Houghton, Michigan, US;;;0;;101MB
2;Norman, Mr. Robert Douglas;Mr;Male;28;Glasgow, Scotland;Southampton;;Houghton, Michigan, US;;;0;;287MB
2;Nye, Mrs. Elizabeth (née Ramell);Mr;Female;29;East Orange, New Jersey, US;Southampton;;East Orange, New Jersey, US;;;1;11;
2;Otter, Mr. Richard;Mr;Male;39;Middleburg Heights, Ohio, US;Southampton;;Middleburg Heights, Ohio, US;;;0;;
2;Oxenham, Mr. Percy Thomas;Mr;Male;22;London, England;Southampton;;North Bergen, New Jersey, US;;;1;13;
2;Padron Manent, Mr. Julian;Mr;Male;26;Barcelona, Spain;Cherbourg;;Havana, Cuba;;;1;9;
2;"Pain, Dr. Alfred ""Alf""";Dr;Male;23;Hamilton, Ontario, Canada;Southampton;;Hamilton, Ontario, Canada;;;0;;
2;Pallas y Castello, Mr. Emilio;Mr;Male;29;Barcelona, Spain;Cherbourg;;Havana, Cuba;;;1;9;
2;Parker, Mr. Clifford Richard;Mr;Male;28;Guernsey, Channel Islands;Southampton;;New York City;;;0;;
2;"Parkes, Mr. Francis ""Frank""[56]";Mr;Male;18;Belfast, Ireland;Belfast;;New York City;Plumber;Guarantee group;0;;
2;Parrish, Mrs. Lutie Davis (née Temple);Mr;Female;60;Woodford County, Kentucky, US;Southampton;;Woodford County, Kentucky, US;;;1;12;
2;Pengelly, Mr. Frederick William;Mr;Male;19;Gunnislake, Cornwall, England;Southampton;;Butte, Montana, US;;;0;;
2;Peruschitz, Father Josef;FAUX;Male;28;Scheyern, Bavaria, German Empire[note 2];Southampton;;St. Cloud, Minnesota, US;;;0;;
2;Phillips, Mr. Escott Robert;Mr;Male;42;Ilfracombe, Devon, England;Southampton;;New Brighton, Pennsylvania, US;;;0;;
2;Phillips, Miss Alice Frances Louisa;Miss;Female;21;Ilfracombe, Devon, England;Southampton;;New Brighton, Pennsylvania, US;;;1;12;
2;Phillips, Miss Kate Florence (alias Mrs. Kate Marshall)[23][74];Miss;Female;19;Birmingham, Worcester, England;Southampton;;Los Angeles, US;;;1;11;
2;Pinsky, Mrs. Rosa;Mr;Female;21;Brooklyn, New York, US;Southampton;;Brooklyn, New York, US;;;1;9;
2;Ponesell, Mr. Martin;Mr;Male;34;Southampton, Hampshire, England;Southampton;;New York City;;;0;;
2;Portaluppi, Mr. Emilio Ilario Giuseppe;Mr;Male;34;Milford, New Hampshire, US;Southampton;;Milford, New Hampshire, US;;;1;14;
2;Pulbaum, Mr. Franz;Mr;Male;27;New York City;Southampton;;New York City;;;0;;
2;Quick, Mrs. Jane (née Richards);Mr;Female;33;Plymouth, Devon, England;Southampton;;Detroit, Michigan, US;;;1;11;
2;Quick, Miss Winnifred Vera;Miss;Female;8;Plymouth, Devon, England;Southampton;;Detroit, Michigan, US;;;1;11;
2;Quick, Miss Phyllis May;Miss;Female;2;Plymouth, Devon, England;Southampton;;Detroit, Michigan, US;;;1;11;
2;Reeves, Mr. David;Mr;Male;36;Slinfold, West Sussex, England;Southampton;;New York City;;;0;;
2;Renouf, Mr. Peter Henry;Mr;Male;33;Elizabeth, New Jersey, US;Southampton;;Elizabeth, New Jersey, US;;;0;;
2;"Renouf, Mrs. Lillian ""Lily"" (née Jefferys)";Mr;Female;30;Elizabeth, New Jersey, US;Southampton;;Elizabeth, New Jersey, US;;;1;12;
2;Reynaldo, Miss Encarnación;Miss;Female;28;Marbella, Spain;Southampton;;New York City;;;1;9;
2;Richard, Mr. Emile Philippe;Mr;Male;23;Paris, France;Cherbourg;;Montreal, Quebec, Canada;;;0;;
2;Richards, Mrs. Emily (née Hocking);Mr;Female;23;Penzance, Cornwall, England;Southampton;;Akron, Ohio, US;;;1;4;
2;Richards, Master William Rowe;Master;Male;3;Penzance, Cornwall, England;Southampton;;Akron, Ohio, US;;;1;4;
2;Richards, Master Sibley George;Master;Male;0,7;Penzance, Cornwall, England;Southampton;;Akron, Ohio, US;;;1;4;
2;Rico, Mr. Osvaldo;Mr;Male;33;Cochabamba, Bolivia;Southampton;;Cochabamba, Bolivia;;;1;;
2;Ridsdale, Miss Lucy;Miss;Female;50;London, England;Southampton;;Marietta, Ohio, US;;;1;13;
2;Rogers, Mr. Reginald Harry;Mr;Male;18;Tavistock, Devon, England;Southampton;;Wilkes Barre, Pennsylvania, US;;;0;;
2;Rugg, Miss Emily;Miss;Female;21;Guernsey, Channel Islands;Southampton;;Wilmington, Delaware, US;;;1;12;
2;Schmidt, Mr. August;Mr;Male;26;Newark, New Jersey, US;Southampton;;Newark, New Jersey, US;;;0;;
2;Sedgwick, Mr. Charles Frederick Waddington;Mr;Male;25;Liverpool, Merseyside, England;Southampton;;Minatitlán, Veracruz, Mexico;;;0;;
2;Sharp, Mr. Percival James;Mr;Male;27;London, England, UK;Southampton;;New York City;;;0;;
2;Shelley, Mrs. Imanita (née Parrish Hall);Mr;Female;25;Deer Lodge, Montana, US;Southampton;;Deer Lodge, Montana, US;;;1;12;
2;Silvén, Miss Lyyli Karolina;Miss;Female;17;Tornio, Finland, Russian Empire[note 6];Southampton;;Minneapolis, Minnesota, US;;;1;16;
2;Sincock, Miss Maude;Miss;Female;20;St. Ives, Cornwall, England;Southampton;;Hancock, Michigan, US;;;1;11;
2;Sinkkonen, Miss Anna;Miss;Female;30;Turku, Finland, Russian Empire[note 6];Southampton;;Brighton, Boston, Massachusetts, US;;;1;10;
2;Sjöstedt, Mr. Ernst Adolf;Mr;Male;30;Hjo, Västergötland, Sweden;Southampton;;Sault Ste Marie, Michigan, US;;;1;10;
2;Slayter, Miss Hilda Mary;Miss;Female;30;Halifax, Nova Scotia, Canada;Queenstown;;Vancouver, British Columbia, Canada;;;1;13;
2;Slemen, Mr. Richard James;Mr;Male;35;Landrake, Cornwall, England;Southampton;;Nashua, New Hampshire, US;;;0;;
2;Smith, Miss Marion Elsie;Miss;Female;39;Basingstoke, Hampshire, England;Southampton;;Washington, DC US;;;1;9;
2;Sobey, Mr. Samuel James Hayden;Mr;Male;25;Porthallow, Cornwall, England;Southampton;;Houghton, Michigan, US;;;0;;
2;Stanton, Mr. Samuel Ward;Mr;Male;42;New York City;Southampton;;New York City;;;0;;
2;Stokes, Mr. Philip Joseph;Mr;Male;25;London, England;Southampton;;Detroit, Michigan, US;;;0;;81MB
2;Sweet, Mr. George Frederick;Mr;Male;14;Yeovil, Somerset, England;Southampton;;Bernardsville, New Jersey, US;;;0;;
2;Taylor, Mr. Percy Cornelius[56];Mr;Male;32;London, England;Southampton;;New York City;Cellist;Ship's orchestra;0;;
2;Toomey, Miss Ellen Mary;Miss;Female;48;Indianapolis, Indiana, US;Southampton;;Indianapolis, Indiana, US;;;1;9;
2;Troupiansky, Mr. Moses Aaron;Mr;Male;23;London, England;Southampton;;New York City;;;0;;
2;Trout, Mrs. Jessie L.;Mr;Female;26;Columbus, Ohio, US;Southampton;;Columbus, Ohio, US;;;1;9;
2;"Troutt, Miss Edwina Celia ""Winnie""";Miss;Female;27;Bath, Somerset, England;Southampton;;Auburndale, Florida, US;;;1;16;
2;Turpin, Mr. William John Robert;Mr;Male;29;Plymouth, Devon, England;Southampton;;Salt Lake City, Utah, US;;;0;;
2;Turpin, Mrs. Dorothy Ann (née Wonnacott);Mr;Female;27;Plymouth, Devon, England;Southampton;;Salt Lake City, Utah, US;;;0;;
2;Veal, Mr. James;Mr;Male;40;Barre, Vermont, US;Southampton;;Barre, Vermont, US;;;0;;
2;"Wallcroft, Miss Ellen ""Nellie""";Miss;Female;36;Maidenhead, Berkshire, England;Southampton;;Mamaroneck, New York, US;;;1;14;
2;Ware, Mr. John James;Mr;Male;45;Bristol, Avon, England;Southampton;;New Britain, Connecticut, US;;;0;;
2;Ware, Mrs. Florence Louise (née Long);Mr;Female;31;Bristol, Avon, England;Southampton;;New Britain, Connecticut, US;;;1;10;
2;Ware, Mr. William Jeffery;Mr;Male;23;Gunnislake, Cornwall, England;Southampton;;Butte, Montana, US;;;0;;
2;Watson, Mr. Ennis Hastings[56];Mr;Male;15;Belfast, Northern Ireland, UK;Belfast;;New York City;Electrician's Apprentice;Guarantee group;0;;
2;"Watt, Mrs. Elizabeth Inglis ""Bessie"" (née Milne)";Mr;Female;40;Aberdeen, Aberdeenshire, Scotland;Southampton;;Portland, Oregon, US;;;1;9;
2;"Watt, Miss Robertha Josephine ""Bertha""";Miss;Female;12;Aberdeen, Aberdeenshire, Scotland;Southampton;;Portland, Oregon, US;;;1;9;
2;Webber, Miss Susan;Miss;Female;37;Bude, Cornwall, England;Southampton;;Hartford, Connecticut, US;;;1;12;
2;Weisz, Mr. Leopold;Mr;Male;28;Bromsgrove, Worcestershire, England;Southampton;;Montreal, Quebec, Canada;;;0;;293MB
2;Weisz, Mrs. Mathilde Françoise (née Pëde);Mr;Female;37;Bromsgrove, Worcestershire, England;Southampton;;Montreal, Quebec, Canada;;;1;10;
2;Wells, Mrs. Addie Dart (née Trevaskis);Mr;Female;29;Heamoor, Cornwall, England;Southampton;;Akron, Ohio, US;;;1;14;
2;Wells, Miss Joan;Miss;Female;4;Heamoor, Cornwall, England;Southampton;;Akron, Ohio, US;;;1;14;
2;Wells, Master Ralph Lester;Master;Male;2;Heamoor, Cornwall, England;Southampton;;Akron, Ohio, US;;;1;14;
2;West, Mr. Edwy Arthur;Mr;Male;36;Bournemouth, Dorset, England;Southampton;;Gainesville, Florida, US;;;0;;
2;West, Mrs. Ada Mary (née Worth)[58][75];Mr;Female;33;Bournemouth, Dorset, England;Southampton;;Gainesville, Florida, US;;;1;10;
2;West, Miss Constance Mirium;Miss;Female;4;Bournemouth, Dorset, England;Southampton;;Gainesville, Florida, US;;;1;10;
2;West, Miss Barbara Joyce;Miss;Female;0,8;Bournemouth, Dorset, England;Southampton;;Gainesville, Florida, US;;;1;10;
2;Wheadon, Mr. Edward H.;Mr;Male;66;Guernsey, Channel Islands;Southampton;;Edgewood, Rhode Island, US;;;0;;
2;"Wheeler, Mr. Edwin Charles ""Fred""";Mr;Male;24;Bath, Somerset, England;Southampton;;Asheville, North Carolina, US;;;0;;
2;Whilems, Mr. Charles;Mr;Male;32;London, England;Southampton;;New York City;;;1;9;
2;Wilkinson, Miss Elizabeth Anne (alias Mrs. Elizabeth Faunthorpe);Miss;Female;29;Manchester, England;Southampton;;Philadelphia, Pennsylvania, US;;;1;16;
2;Williams, Mr. Charles Eugene;Mr;Male;23;Harrow, London, England;Southampton;;Chicago, Illinois, US;;;1;14;
2;Woodward, Mr. John Wesley[56];Mr;Male;32;Oxford, Oxfordshire, England;Southampton;;New York City;Cellist;Ship's orchestra;0;;
2;Wright, Miss Marion;Miss;Female;26;Yeovil, Somerset, England;Southampton;;Cottage Grove, Oregon, US;;;1;9;
2;Yvois, Miss Henriette;Miss;Female;24;Paris, France;Southampton;;Montreal, Quebec, Canada;;;0;;
3;Abbing, Mr. Anthony;Mr;Male;40;Cincinnati, Ohio;US;Southampton;Cincinnati, Ohio, US;;;0;;
3;Abbott, Mrs. Rhoda Mary (née Hunt);Mr;Female;39;East Providence, Rhode Island;US;Southampton;East Providence, Rhode Island, US;;;1;A;
3;Abbott, Mr. Rossmore Edward;Mr;Male;16;East Providence, Rhode Island;US;Southampton;East Providence, Rhode Island, US;;;0;;
3;Abbott, Mr. Eugene Joseph;Mr;Male;14;East Providence, Rhode Island;US;Southampton;East Providence, Rhode Island, US;;;0;;
3;Abd al-Khaliq, Mr. Farid Qasim Husayn;Mr;Male;18;Shana;Lebanon;Cherbourg;New York City;;;0;;
3;Abelseth, Miss Karen Marie;Miss;Female;16;Sondmore;Norway;Southampton;Los Angeles, California, US;;;1;16;
3;Abelseth, Mr. Olaus Jørgensen;Mr;Male;25;Perkins County, South Dakota;US;Southampton;Perkins County, South Dakota, US;;;1;A;
3;Abrahamsson, Mr. Abraham August Johannes;Mr;Male;20;Dalsbruk;Finland;Southampton;Hoboken, New Jersey, US;;;1;15;
3;Abrahim, Mrs. Mary Sophie Halaut (née Easu);Mr;Female;18;Shwayhad;Syria;Cherbourg;Greensburg, Pennsylvania, US;;;1;C;
3;Adahl, Mr. Mauritz Nils Martin;Mr;Male;30;Asarum, Småland;Sweden;Southampton;Brooklyn, New York, US;;;0;;72MB
3;Adams, Mr. John;Mr;Male;26;Bournemouth, Dorset;England;Southampton;La Porte City, Iowa, US;;;0;;103MB
3;Ahlin, Mrs. Johanna Persdotter (née Larsson);Mr;Female;40;Göteborg, Västergötland;Sweden;Southampton;Akeley, Minnesota, US;;;0;;
3;Aks, Mrs. Leah (née Rosen);Mr;Female;18;London;England;Southampton;Norfolk, Virginia, US;;;1;13;
3;Aks, Master Frank Philip;Master;Male;0,9;London;England;Southampton;Norfolk, Virginia, US;;;1;11;
3;Al-Muna, Mr. Nasif Qasim;Mr;Male;26;Fredericksburg, Virginia;US;Cherbourg;Fredericksburg, Virginia, US;;;1;15;
3;Alexander, Mr. William;Mr;Male;23;Great Yarmouth, Norfolk;England;Southampton;Albion, Michigan, US;;;0;;
3;Alhomäki, Mr. Ilmari Rudolf;Mr;Male;19;Salo;Finland;Southampton;Astoria, Oregon, US;;;0;;
3;Ali, Mr. Ahmed;Mr;Male;24;Buenos Aires;Argentina;Southampton;New York City;;;0;;
3;Ali, Mr. William;Mr;Male;25;Buenos Aires;Argentina;Southampton;New York City;;;0;;79MB
3;Allen, Mr. William Henry;Mr;Male;35;Birmingham, West Midlands;England;Southampton;New York City;;;0;;
3;Allum, Mr. Owen George;Mr;Male;15;Southall, London;England;Southampton;New York City;;;0;;259MB
3;Al-Zainni, Mr. Fahim Ruhanna;Mr;Male;22;Toula;Lebanon;Cherbourg;Dayton, Ohio, US;;;1;6;
3;Andersen, Mr. Albert Karvin;Mr;Male;33;Bergen;Norway;Southampton;New York City;;;0;;260MB
3;Andersen-Jensen, Miss Carla Christine;Miss;Female;19;Eskilstrup;Denmark;Southampton;Portland, Oregon, US;;;1;16;
3;Andersson, Mr. Anders Johan;Mr;Male;39;Kisa, Östergötland;Sweden;Southampton;Winnipeg, Manitoba, Canada;;;0;;
3;Andersson, Mrs. Alfrida Konstantia (née Brogren);Mr;Female;39;Kisa, Östergötland;Sweden;Southampton;Winnipeg, Manitoba, Canada;;;0;;
3;Andersson, Miss Sigrid Elisabeth;Miss;Female;11;Kisa, Östergötland;Sweden;Southampton;Winnipeg, Manitoba, Canada;;;0;;
3;Andersson, Miss Ingeborg Constanzia;Miss;Female;9;Kisa, Östergötland;Sweden;Southampton;Winnipeg, Manitoba, Canada;;;0;;
3;Andersson, Miss Ebba Iris Alfrida;Miss;Female;6;Kisa, Östergötland;Sweden;Southampton;Winnipeg, Manitoba, Canada;;;0;;
3;Andersson, Master Sigvard Harald Elias;Master;Male;4;Kisa, Östergötland;Sweden;Southampton;Winnipeg, Manitoba, Canada;;;0;;
3;Andersson, Miss Ellis Anna Maria;Miss;Female;2;Kisa, Östergötland;Sweden;Southampton;Winnipeg, Manitoba, Canada;;;0;;
3;Andersson, Miss Erna Alexandra;Miss;Female;17;Kullaa;Finland;Southampton;New York City;;;1;D;
3;Andersson, Miss Ida Augusta Margareta;Miss;Female;38;Vadsbro, Sörmland;Sweden;Southampton;Manistee, Michigan, US;;;0;;
3;Andersson, Mr. Johan Samuel;Mr;Male;26;Hartford, Connecticut;US;Southampton;Hartford, Connecticut, US;;;0;;
3;Andreasson, Mr. Paul Edvin;Mr;Male;20;Kalfsnäs, Småland;Sweden;Southampton;Chicago, Illinois, US;;;0;;
3;Angheloff, Mr. Minko;Mr;Male;26;Terziysko, Troyan;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Arnold-Franchi, Mr. Josef;Mr;Male;25;Altdorf, Uri;Switzerland;Southampton;New Glarus, Wisconsin, US;;;0;;
3;Arnold-Franchi, Mrs. Josefine (née Franchi);Mr;Female;18;Altdorf, Uri;Switzerland;Southampton;New Glarus, Wisconsin, US;;;0;;
3;Aronsson, Mr. Ernst Axel Algot;Mr;Male;24;Horset, Småland;Sweden;Southampton;Joliet, Illinois, US;;;0;;
3;Asim, Mr. Adola;Mr;Male;35;Buenos Aires;Argentina;Southampton;New York City;;;0;;
3;Asplund, Mr. Carl Oscar Vilhelm Gustafsson;Mr;Male;40;Alseda, Småland;Sweden;Southampton;Worcester, Massachusetts, US;;;0;;142MB
3;Asplund, Mrs. Selma Augusta Emilia (née Johansson);Mr;Female;38;Alseda, Småland;Sweden;Southampton;Worcester, Massachusetts, US;;;1;15;
3;Asplund, Master Filip Oscar;Master;Male;13;Alseda, Småland;Sweden;Southampton;Worcester, Massachusetts, US;;;0;;
3;Asplund, Master Clarence Gustaf Hugo;Master;Male;9;Alseda, Småland;Sweden;Southampton;Worcester, Massachusetts, US;;;0;;
3;Asplund, Master Carl Edgar;Master;Male;5;Alseda, Småland;Sweden;Southampton;Worcester, Massachusetts, US;;;0;;
3;Asplund, Miss Lillian Gertrud;Miss;Female;5;Alseda, Småland;Sweden;Southampton;Worcester, Massachusetts, US;;;1;15;
3;Asplund, Master Edvin Rojj Felix;Master;Male;3;Alseda, Småland;Sweden;Southampton;Worcester, Massachusetts, US;;;1;15;
3;Asplund, Mr. Johan Charles;Mr;Male;23;Oskarshamn, Kalmar;Sweden;Southampton;Minneapolis, Minnesota, US;;;1;13;
3;Assaf, Mrs. Mariyam (née Khalil);Mr;Female;45;Kafr Mishki;Lebanon;Cherbourg;Ottawa, Ontario, Canada;;;1;C;
3;Assam, Mr. Ali;Mr;Male;23;Buenos Aires;Argentina;Southampton;New York City;;;0;;
3;Attala, Mr. Sleiman;Mr;Male;30;Ottawa, Ontario;Canada;Cherbourg;Ottawa, Ontario, Canada;;;0;;
3;Atta Allah, Miss Malakah;Miss;Female;17;Beirut;Lebanon;Cherbourg;New York City;;;0;;
3;Augustsson, Mr. Albert;Mr;Male;23;Krakoryd, Småland;Sweden;Southampton;Bloomington, Indiana, US;;;0;;
3;Ayyub Dahir, Miss Bannurah;Miss;Female;15;Beirut;Lebanon;Cherbourg;Owen Sound, Ontario, Canada;;;1;C;
3;Bakus, Mr. Raful;Mr;Male;20;Unknown;Lebanon;Cherbourg;New York City;;;0;;
3;Backström, Mr. Karl Alfred;Mr;Male;32;Kotka;Finland;Southampton;New York City;;;0;;
3;Backström, Mrs. Maria Mathilda (née Gustafsson)[58][76];Mr;Female;33;Kotka;Finland;Southampton;New York City;;;1;D;
3;Badman, Miss Emily Louisa;Miss;Female;18;Clevedon, North Somerset;England;Southampton;Skaneateles, New York, US;;;1;C;
3;Badt, Mr. Mohamed;Mr;Male;40;Tripoli;Lebanon;Cherbourg;New York City;;;0;;
3;Baki?, Mr. Kerim;Mr;Male;26;Bosanska Krupa;Bosnia;Southampton;Harrisburg, Pennsylvania, US;;;0;;
3;Banski, Mrs. Mara (née Osman);Mr;Female;31;Vagovina;Croatia;Southampton;Steelton, Pennsylvania, US;;;1;?;
3;Baqlini, Mrs. Mariyam Latifa (née Qurban);Mr;Female;24;?uh?r ash Shuwayr;Lebanon;Cherbourg;Brooklyn, New York, US;;;1;C;
3;Baqlini, Miss Mariya Katarin;Miss;Female;5;?uh?r ash Shuwayr;Lebanon;Cherbourg;Brooklyn, New York, US;;;1;C;
3;Baqlini, Miss Eujini;Miss;Female;4;?uh?r ash Shuwayr;Lebanon;Cherbourg;Brooklyn, New York, US;;;1;C;
