Date;Title;Text;Source
14/01/2018;Embattled French dairy chief breaks silence over salmonella scare;"The
chief executive of France's
Lactalis group on Sunday
vowed compensation for victims of salmonella-
tainted baby milk, as he revealed
that recalls were now under way
in 83 countries.
Emmanuel Besnier, giving his first interview
in nearly 20 years as head of
the family-controlled company, told the
Journal du Dimanche newspaper that the
recall involved more than 12 million
packages of Picot, Milumel, Celia and
other brands of powdered baby milk.
""We are going to draw the lessons from
this crisis and set out an even stricter hygiene
framework, in collaboration with
the authorities,"" he said.
Asked why he had not publicly addressed
parents' concerns as worries
about the outbreak intensified, Besnier
said: ""It's true, by nature I'm not very
forthcoming.""
""In a crisis like this, we act first, and
perhaps I didn't take the necessary time
to explain things.""
A total of 37 babies have fallen ill in
France as a result of the contamination,
health authorities said late Friday, along
with a case in Spain and a suspected
case in Greece, but Besnier said no new
cases had been reported since December
8, a week after the recall was announced.
The French government welcomed the
pledge to reimburse victims, but said investigations
would continue to determine
why the contamination went undetected.
Officials will also investigate why in
some cases the affected milk continued
to be distributed in supermarkets, pharmacies
and even some hospitals after the
recall was announced.
""Compensation is good, but money can't
buy everything,"" government
spokesman Benjamin Griveaux told
BFM television Sunday.
""When you have a case of milk on the
market which has clearly caused complicated
health problems for children, it
means at some point there was negligence,""
Griveaux said.
Besnier's explanations ""at this point""
have not been sufficient, he added, vowing
that the investigations ""will not
spare anyone"", including the French
state.
- 'Not hiding things' -
Besnier's interview included two of the
first public photographs of the secretive
leader in years, at the Lactalis headquarters
in Laval, western France It came after French finance minister
Bruno Le Maire summoned Besnier to a
meeting over the crisis Friday, in which
the chief executive agreed to pull from
store and pharmacy shelves all products
from the Craon factory where the outbreak
was found, instead of just those
dating back to February.
But Besnier did not appear with Le
Maire at a press conference after the
meeting, despite calls by several government
officials for him to face the
public.
Hundreds of lawsuits have been filed
against the group by families who say
their children got salmonella poisoning
after drinking powdered milk made by
the company.
Richard Ferrand, leader of President
Emmanuel Macron's LREM lawmakers
in parliament, said all efforts would be
made to find the causes of the crisis, and
did not rule out the creation of a parliamentary
inquiry, sought by opposition
groups.
But Besnier, 47, denied claims by an association
of victims' families that Lactalis
had lied about the dates and number
of stocks affected by the salmonella outbreak.
""This is false. I don't know what this
claim is based on,"" he said.
""At no point was there any intention of
hiding things.""
- Harsh spotlight -
Besnier also defended the decision not
to inform the authorities that internal
tests had discovered salmonella on a
broom and on the tiles of a dehydration
tower at the company's Craon factory in
August and November last year.
""For us, these 'environment' tests are an
alert to make sure we keep the bacteria
far from the product,"" he said, adding
that authorities would have been alerted
only if bacteria were found in the powdered
milk.
Created in 1933 by Besnier's grandfather,
Lactalis has become an industry
behemoth with annual sales of some 17
billion euros ($20.6 billion), making it
the world's third-largest dairy group, behind
Danone and Nestle.
The salmonella scare has cast a harsh
spotlight on an executive and a company
little known to the public, despite employing
15,000 people in France, where
milk and cheese are proudly considered
part of the country's heritage.
Analysts say the crisis could dent the
company's reputation among anxious
parents worldwide.
""This recall may undermine consumer
trust in milk formula brands produced
using milk from French farms in the
emerging markets affected by the recall,
which includes China,"" said Raphael
Moreau, a senior analyst at Euromonitor.";AFP
12/01/2018;France's Lactalis forced into new recall in baby milk scare;"* Salmonella contamination identified
at Lactalis plant late 2017
* Scare deepened when retailers said recalled
goods still on sale
* Lactalis sells baby milk in Europe,
Africa and Asia (Adds more Le Maire
quotes, context)
By Richard Lough and Gus Trompiz
PARIS, Jan 12 (Reuters) - French dairy
group Lactalis is widening a product recall
to cover all baby milk manufactured
by a factory at the centre of a salmonella
contamination, Finance minister Bruno
Le Maire said on Friday.
The move comes as the government
seeks to contain reputational damage to
France's strategic agri-business industry
in overseas markets. Three dozen children
have fallen ill in France and at least
one other in Spain.
After talks with Lactalis management
Le Maire said the company would recall
all infant formula milk products made at
its Craon factory that were still in warehouses
and on store shelves, regardless
of the date of manufacture.
""The aim of this radical step is simple:
to avoid delays, problems in sorting
batches and the risk of human error,"" Le
Maire told a news conference on Friday.
In a later statement Lactalis confirmed
the extended recall and pledged to find
and eradicate the causes of the salmonella
contamination.
Implementing the recall will be challenging.
Privately owned Lactalis exports
its products to dozens of countries
across Europe, Africa and Asia.
The tough measure reflects high-level
frustration at the botched handling of the
crisis after France's biggest supermarkets
-- including Carrefour, Auchan and
Leclerc -- this week said that some Lactalis
products subject to recalls in December
still found their way onto their
shelves.
It has been particularly embarrassing for
the government after President Emmanuel
Macron pushed food exports
during a state visit to China this week.
Salmonella infections can be lifethreatening,
particularly for young children,
and the recall risks damaging Lactalis
in China. Consumers in China, a
fast-growing market for baby food and
dairy products, are particularly sensitive
to such scares after melamine-tainted
baby milk led to the deaths of six children
in 2008.
That scandal caused distrust in locally
produced infant formula and benefited
foreign suppliers such as Nestle,
Danone and Lactalis. ""I cannot guarantee that right now there
isn't a single tin of baby milk left on a
shelf in a giant warehouse or in a pharmacy,""
Le Maire said. ""I think this (further
recall) is the strongest guarantee we
can give.""
Le Maire did not say what volume of baby
milk could be involved beyond the
more than 12 million items already recalled
last month.
The European Centre for Disease Prevention
and Control said on Jan. 5 that
one infant in Spain had fallen ill with
a salmonella infection linked to contaminated
Lactalis baby milk and another
case in Greece was thought to be related.
A judicial investigation is taking place
in France over the contamination and a
group of French parents of affected infants
said on Friday that they were considering
a joint lawsuit.";Reuters
12/01/2018;Salmonella scandal casts harsh light on France's secretive dairy giant;"Emmanuel
Besnier, scion of the secretive
family behind one of the
world's biggest dairy groups, is often
called ""the invisible billionaire"", unknown
to the French public and even to
his own employees.
But an outcry over claims the company
hid a salmonella outbreak at a plant
making powdered baby milk earned him
a summons to the French finance ministry
on Friday, a rare test for a CEO
who rarely shows his face in public.
Created in 1933 by Besnier's grandfather,
Lactalis has become an industry
behemoth with annual sales of some 17
billion euros ($20.6 billion), making
twarog, or quark, in eastern Europe,
kaymak in Serbia and Galbani ricotta
and mozzarella in Italy.
With 246 production sites in 47 countries,
its list of products stretches as long
as a supermarket aisle, including household
names like President butter and Societe
roquefort.
Two of those brands, Picot and Milumel
baby milk, were the subject of chaotic
international recalls issued in mid-
December after dozens of children fell
sick.
DAMIEN MEYER
A mural showing some of cheeses and
other products made by Lactalis, the French
dairy giant, on a wall of its headquarters in
Laval, western France
A total of 35 children in France have
fallen ill from the salmonella contamination,
prompting a company
spokesman, Michel Nalet, to ""apologise
once again to parents"" on Thursday.
French health authorities said Friday
that a child in Spain had also fallen ill
after drinking Lactalis baby milk, while
another case is being investigated in
Greece.
Nalet also said that Lactalis was working
""in perfect collaboration"" with
French officials to contain the outbreak,
a claim that was rebuffed by France's increasingly
exasperated economy minister,
Bruno Le Maire, on Friday.
""If there had been perfect collaboration,
I wouldn't have had to sign an order
on December 9 demanding the recall of more than 600 shipments of baby milk,""
Le Maire told French television.
Agriculture minister Stephane Travert
told RTL radio that he hoped Besnier
would address the contamination publicly
after his meeting with finance ministry
officials.
""I think that is what our fellow citizens
expect,"" he said.
- 'Nobody ever sees him' -
The fact that Besnier was named head of
the group when he was just 29 years old
may have reinforced his desire to stay
out of the media spotlight.
Now aged 47, even the few media photos
of him that exist date from more than
10 years ago.
But anger over the salmonella scandal
and claims that Lactalis poorly handled
the subsequent recalls may force him to
address the mistrust personally.
The scandal deepened this month when
French investigative weekly Le Canard
Enchaine reported that state inspectors
had given a clean bill of health to the
Lactalis site in Craon, northwest France,
in early September.
They failed to find the salmonella bacteria
that had been detected by Lactalis's
own tests in August and November,
which were not reported to the authorities.
The company said it was not legally
bound to report the contamination, and
it was only after children started falling
sick that inspectors descended on the
Craon plant.
It could now face charges of causing involuntary
injuries and endangering people's
lives.
""Lactalis should understand that transparency
is the best security these days,
and it should have taken the necessary
decisions"" sooner, Le Maire said Friday.
But it seems unlikely that Besnier,
whose group has paid fines for failing
to publish detailed financial data in the
past, will change its ways anytime soon.
""His grandfather went to each farm,
knew every producer. Him, nobody ever
sees him!"" said Philippe Jehan, president
of the FDSEA agriculture union for
the Mayenne region, home of Lactalis's
headquarters.
""Personally, in over 20 years of working
in the department, I've never once met
him.""
- Growing mistrust -
Media investigations over the years
have uncovered employees who ""don't
even know what he looks like"", while
government officials are also hard
pressed to secure a meeting with the
head of the company that employs
15,000 people.
Stephane Le Foll, agriculture minister
in ex-president Francois Hollande's government,
said he ""never"" met with Emmanuel
Besnier during his five-year
term.
Even when attending matches for the
Stade Lavallois football club in the company's
hometown of Laval, financed
largely by Lactalis, Besnier arrives after
the start and leaves before the end -- and
watches from behind the darkened glass
of a private skybox.
Such secrecy has hardly helped the
group's image with the public.
With its dominating market position,
Lactalis is regularly accused of driving
down wholesale prices for milk to the
point where producers can barely cover
their costs -- while refusing to budge
during bitter negotiations.
Its hardline attitude during the most recent
pricing standoff late last year
prompted the government to organise
talks to break the impasse, which wound
up in December.
""Lactalis plays up its use of French milk
and its know-how in its advertising, but
it pays us the same price for our milk as
it pays in India,"" one farmer from Britany
said at the time.";AFP
12/01/2018;'Hundreds' of lawsuits filed over Lactalis salmonella: association;"Hundreds of lawsuits
have been filed against
French dairy giant Lactalis by
families who say their children got salmonella
poisoning after drinking powdered
milk made by the company, an association
representing victims said Friday.
The announcement came as economy
minister Bruno Le Maire said Lactalis
would have to extend its product recall
to all milk products at the affected production
site.
""I've filed a lawsuit. Hundreds of other
families have already filed suits across
France,"" said the association's president
Quentin Guillemain during a press conference.
""Several hundreds more want to file
suit, and will do so in the coming days,""
he said.
So far French officials have reported 35
cases of children getting salmonella poisoning
from the contaminated milk
powder, while one case has been reported
in Spain and another is being investigated
in Greece.
Asked about the discrepancy between
the reported cases and the number of
lawsuits, Guillemain said he believed
the authorities were underestimating the
number of cases.
""Unfortunately we have not been able to
compare our own figures"" with those of
DAMIEN MEYER
There have been reports of 35 French
children getting salmonella poisoning after
drinking contaminated milk powder made by
diary giant Lactalis
health authorities, he said, ""and today I
can't tell you how many victims there
are exactly"".
He estimated that ""tens of millions of
cans"" of powdered baby milk, exported
to 66 countries, may have been contaminated
by the salmonella outbreak discovered
in December at Lactalis's site in
Craon, northwest France.
Le Maire announced the extended recall
after meeting with the company's chief
executive Emmanuel Besnier, saying he
had asked the company to ""make an effort
at more transparency"".
Besnier himself did not make a statement,
as several officials have pressed
him to do given the public alarm and
chaotic recall efforts so far.
Health inspectors have discovered, for
example, that several retailers, including
supermarkets and pharmacies, had continued to keep the affected products on
their shelves despite the recall order.
On Thursday, a spokesman for Lactalis,
Michel Nalet, apologised once again to
parents, adding that the firm was working
""in perfect collaboration"" with
French officials to contain the outbreak.
The claim was rebuffed by Le Maire,
who told French television: ""If there had
been perfect collaboration, I wouldn't
have had to sign an order on December
9 demanding the recall of more than 600
shipments of baby milk"".
Of the 18 children hospitalised in
France, all have been released and are
doing fine, France's public health
agency said, while the condition of the
children in Spain and Greece has not
been disclosed.";AFP
12/01/2018;Lactalis Salmonella cases suspected in Spain, Greece;"An
infant who fell sick after drinking
milk from the French group
Lactalis contaminated with Salmonella
bacteria has been reported in Spain and
another case is being investigated in
Greece, French health authorities said
Friday.
The cases are the first outside of France
in a gathering scandal that has seen 35
children sickened in France from contaminated
milk powder sold by the maker
of a host of household dairy products.
""The two cases involved children who
drank the milk in question,"" said
François-Xavier Weill, a bacteriologist
at the Pasteur Institute in Paris, confirming
a report in the Eurosurveillance
medical journal.
The Spanish case had been confirmed
with DNA testing, Weill told AFP.
""The Greek case has not, but the signs
are there,"" he said, adding that so far
only phenotype testing had been carried
out to compare the bacteria strain of the
Lactalis product with the strain in the
child.
""We can only confirm if it is the same
strain with DNA testing"" currently underway,
he said.
The current conditions of the two children
were not disclosed.
The Eurosurveillance report, signed by
16 scientists at the Pasteur Institute as
well as France's public health agency,
notes that the contaminated Lactalis
products were exported ""to 66 countries,
including 12 in the European Union"".
Alerts were issued for the concerned
countries in early December, after
French inspectors descended on Lactalis's
Craon factory where the outbreak
was traced to.
In France, 35 infected children have
been reported, and among the 18 who
were hospitalised, all have been released
and are doing fine, the health agency
said.";AFP
11/01/2018;French retailers sold Lactalis baby milk after salmonella recall;"France's biggest supermarket
chains said they sold some
Lactalis baby food products after a recall
by the dairy giant over concerns
they could be contaminated with salmonella.
Retailers Carrefour, Leclerc, Auchan
and Systeme U independently said products
including infant formula remained
on their shelves after the recall last December.
The product recall affected goods destined
for French and overseas markets
carrying the Picot, Milumel and Taranis
brands and France's consumer protection
agency DGCCRF has begun an investigation
and carried out more than
2,000 checks so far.
""We made mistakes, as did all the big
distribution companies,"" Systeme U
spokesman Thierry Desouches told
BFM TV, adding that the recall had been
complex and it had done all it could to
carry it out quickly.
""We're speaking about a volume of
products that perhaps earned us a total
margin of 300 euros. Would we risk our
image for such a derisory amount?""
Desouches said on Thursday.
The DGCCRF issued a first recall on
Dec. 10 after Lactalis discovered salmonella
contamination at its Craon factory,
halting the sale of several baby food
products made there.
Products from the Craon plant are suspected
by consumer protection authorities
of being linked to cases of salmonella
infection among infants in France.
Lactalis announced an extension to the
recall less than two weeks later, confirming
that contamination occurred at
Craon during work in the first half of the
year.
In a statement on Thursday, Carrefour
said it had sold 434 products at risk of
contamination since the Dec. 21 recall,
but that another 95,000 had been successfully
removed from shelves.
Leclerc, France's biggest food retailer,
said it had sold 984 products involved in
the recall.
The recall included products for export,
including to China, Taiwan, Pakistan,
Afghanistan, Iraq, Morocco, Lebanon,
Sudan, Romania, Serbia, Georgia,
Greece, Haiti, Colombia and Peru.
Some were also destined for regional
markets, including Africa and Asia.
Privately-held Lactalis is one of the
world's largest dairy companies, with
annual sales of around 17 billion euros
($20 billion), and has been expanding
its infant nutrition activity although its
biggest categories are cheese and liquid milk.";Reuters
11/01/2018;France decries 'dysfunction' in baby milk recall;"France said Thursday
there has been a ""major
dysfunction"" in a recall of baby
milk after stores sold potentially contaminated
products despite having been
ordered to take them off their shelves.
French President Emmanuel Macron
added his voice to calls for those responsible
to be punished.
Lactalis, one of the world's largest producers
of dairy products, in December
issued a recall of all products made at
its factory in Craon, northwest France,
after discovering salmonella bacteria at
the site.
But several French retailers admitted
this week that they had continued to sell
the manufacturer's affected products
even after the ban.
""This is a major dysfunction in the withdrawal
and recall by the operators who
bear the responsibility,"" French Agriculture
Minister Stephane Travert told a
news conference.
Supermarket chain Carrefour said
Wednesday it had sold 434 boxes of baby
milk produced by Lactalis that
should have been withdrawn and
Systeme-U admitted to selling 384 boxes.
Earlier Leclerc said it had sold 984
affected Lactalis products since the recall
and Auchan 52.
Hypermarket chain Casino, which also
owns the Franprix and Geant franchises,
GUILLAUME SOUVANT
French stores sold potentially contaminated
baby milk products despite having been
ordered to take them off their shelves
was the latest to come forward on
Thursday, saying it had sold a total of
363 items covered by the recall.
- 'Unacceptable behaviour' -
Industrial leaders, intermediaries and retailers
must now ""shed all possible light
on the failings that they discovered and
assure us that none of the products concerned
are still on the market or in
stores,"" Travert said.
He said no date to lift the ban could be
set ""while we have not exactly and precisely
identified the source of the contamination,
and before it has not been
clearly identified and removed,"" Travert
said.
Finance Minister Bruno Le Maire said
Thursday that the anti-fraud unit DGCCRF
would undertake 2,500 additional
checks next week.
He also summoned retail industry leaders
to his ministry later on Thursday, and said he would meet on Friday with
Lactalis managers who had been ""found
lacking"".
""The state... had to take over from a
company that failed to act, one which
is solely responsible for the quality and
safety of its products,"" Le Maire said.
But on Thursday Lactalis spokesman
Michel Nalet said the company had
""worked in perfect collaboration with
state agencies"" since the start of the crisis
in December.
The firm also apologised again to parents
of the children who have fallen ill.
The head of the Leclerc supermarket
chain, Michel-Edouard Leclerc, also
looked to pin blame on French ""state
services"".
""The new situation confirms that the
failure is systemic and not just sectorwide,""
he said on his blog on Thursday.
- 'Punishment' -
President Macron said that ""if punishment
is required, then there will be punishment"".
Speaking at a news conference in Rome,
Macron also said that ""yes, the French
state is able to ensure food security"",
adding that he had himself asked his finance
minister to summon industry representatives.
Last week, a report said that French food
safety inspectors failed to detect salmonella
contamination at the Lactalis facility
three months before the company
carried out the recall.
Officials from the food safety department
carried out a routine inspection of
the site in September and gave it a clean
bill of health, the Canard Enchaine investigative
weekly reported.
It was only in December, after around
30 infants fed Lactalis milk had fallen
ill, that the health ministry sounded the
alarm.
Officials from the national anti-fraud
bureau swooped on the factory on December
2 and found the assembly line
where milk is transformed into powder
to be contaminated.
Lactalis is blaming the contamination on
renovation work and issued two major
recalls covering all production from the
site dating back to February 15, 2017.
- Sick infants -
The plant has been at a standstill since
December 8 and said Thursday it put
250 of its 327 staff on shorter working
hours until at least early next month.
Salmonella symptoms include severe diarrhoea,
stomach cramps and vomiting.
The illness, caused by intestinal bacteria
from farm animals, is especially dangerous
for the very young and elderly because
it can cause severe dehydration.
At least 35 infants in France have now
been diagnosed with salmonella poisoning.
The product recall, which included the
Picot and Milumel brands, affected consumers
in countries as far afield as China,
Pakistan, Bangladesh, Britain and
Sudan, underlining the company's global
reach and the difficulty in tracing all
the potentially at-risk powder.
Lactalis is under investigation over the
affair and could face charges of causing
involuntary injuries and endangering the
lives of others.";AFP
03/01/2018;French inspectors 'missed salmonella at baby milk plant';"French food safety
inspectors failed to detect salmonella
contamination at a
plant belonging to dairy giant Lactalis,
three months before the company carried
out a major recall of baby milk, a
report said Wednesday.
Lactalis, one of the world's largest producers
of dairy products, discovered the
bacteria at its factory in Craon, northwest
France, during in-house tests in
August and November.
The agriculture ministry said the company
did not inform the authorities.
Officials from the food safety department
carried out a routine inspection of
the site in September and gave it a clean
bill of health, the Canard Enchaine investigative
weekly reported.
The agriculture ministry told AFP that
the inspectors were tasked solely with
vetting a part of the plant where cereals
are mixed, not the baby milk production
line.
The inspection ""found no noncompliance"",
a senior ministry official
said.
It was only in December, after around
30 infants fed Lactalis milk had fallen
ill, that the health ministry sounded the
alarm.
Officials from the national anti-fraud
bureau swooped on the factory on De-
DAMIEN MEYER
Lactalis, one of the world's largest
producers of dairy products, discovered
salmonella at its factory in Craon, northwest
France, during tests in August and
November
cember 2 and found the assembly line
where milk is transformed into powder
to be contaminated.
Lactalis blaming the contamination on
renovation work and issued two major
recalls covering all production from the
site dating back to February 15, 2017.
The plant has been at a standstill since
December 8.
Salmonella symptoms include severe diarrhoea,
stomach cramps and vomiting.
The illness, caused by intestinal bacteria
from farm animals, is especially dangerous
for the very young and elderly because
it can cause severe dehydration.
The product recall, which included the
Picot and Milumel brands, affected consumers
in countries as far afield as China,
Pakistan, Bangladesh, Britain and
Sudan, underlining the company's global
reach and the difficulty in tracing all
the potentially at-risk powder. Lactalis is under investigation over the
affair.
It could face charges of causing involuntary
injuries and endangering the lives
of others.
The baby milk industry was shaken by a
huge scare in China in 2008 when local
manufacturers were found to be bulking
their product with an industrial chemical.
Six babies died and around 300,000 others
fell ill.
The scare in the Chinese market benefited
rival companies such as Lactalis
and fellow French giant Danone, which
were more expensive but were seen by
consumers as safer.";AFP
26/12/2017;France to probe Lactalis baby milk salmonella scare;"French prosecutors
have opened a probe into salmonella
contamination and a
major international recall of baby milk
produced by dairy giant Lactalis, a legal
source told AFP on Tuesday.
The investigation will focus on possible
charges of causing involuntary injuries
and endangering the lives of others but
also possible cheating and failures in
carrying out a product recall, the source
said.
Reports of some 20 children falling sick
after consuming Lactalis powdered milk
-- sold under several different brand
names in France and abroad, including
Picot and Milumel -- first emerged in
early December.
The company, one of the world's largest
producers of dairy products, ordered a
first major recall on December 10 of
nearly 7,000 tonnes of packets produced
by a contaminated factory in Craon,
northwest France.
At the time, it said it did not know how
much of the potentially dangerous powder
had been consumed or was in shops
around the world and it announced a
second, wider recall on December 21.
The group has now recalled all of its
production from the Craon factory since
February 15, blaming the contamination
DAMIEN MEYER
Lactalis believes the salmonella outbreak
can be traced to a factory in Craon,
northwest France
on renovation work carried out earlier
this year.
Lactalis could not be reached for comment
on Tuesday.
The product withdrawals have affected
consumers in countries as far afield as
China, Pakistan, Bangladesh, Britain
and Sudan, underlining the company's
global reach and the difficulty in tracing
all the potentially at-risk powder.
The scare prompted Dutch value-formoney
retailer Kruidvat to pull some of
its own-brand infant milk off the shelves
as a precaution because of the salmonella
contamination at the Craon site,
which produces one of the Dutch product's
ingredients.
Salmonella symptoms include severe diarrhoea,
stomach cramps and vomiting.
The illness -- caused by intestinal bacteria
from farm animals -- is especially dangerous for the very young and elderly
because it can cause severe dehydration.
The baby milk industry was shaken by a
huge scare in China in 2008 when local
manufacturers were found to be bulking
their product with an industrial chemical.
Six babies died and around 300,000 others
were made ill.
The scare in the vast and growing Chinese
market benefited rival companies
such as Lactalis and fellow French giant
Danone, which were more expensive
but were seen by consumers as safe and
high quality.
- 16 babies hospitalised -
A total of 35 infants have fallen sick
with salmonella poisoning in France
since August including 16 who were
hospitalised, an unusually high number
that sparked fears of an epidemic.
Of these, 31 were found to have consumed
Lactalis products from its factory
in Craon, which was shut down on December
8 for a major cleaning.
The company believes the salmonella
outbreak can be traced to an evaporation
tower used to dry out the milk at the factory
it acquired in 2006.
The plant had suffered salmonella contamination
the previous year.
Quentin Guillemain, the father of a
three-month-old baby who drank the
milk but did not fall ill, has filed a complaint
against Lactalis and the UFC Que
Choisir consumer association announced
plans to do so.
Guillemain has set up a support group
for the families of infants sickened by
the milk.
The legal probe was opened by prosecutors
in Paris specialised in public health
issues.";AFP
21/12/2017;"Lactalis extends baby product recall after finding contamination
source";"* Further 720 batches being recalled
* Concerns products made at Craon factory
(Adds detail)
PARIS, Dec 21 (Reuters) - Dairy giant
Lactalis announced on Thursday a further
recall of baby food products after
establishing a source of contamination
at a French factory which has been
linked to cases of salmonella bacteria.
Lactalis said it was recalling as a precaution
all infant formula and other baby
food products made at its factory in
Craon, northwest France, since Feb. 15,
which would represent 720 batches in
addition to more than 600 batches already
concerned by recent withdrawals.
The latest recall affected products destined
for both French and overseas markets
carrying the Picot, Milumel and
Taranis brands, Lactalis said in a statement.
Products supplied by the Craon plant are
suspected of being linked to recent cases
of salmonella infection among infants in
France.
After an initial recall at the start of this
month, checks by Lactalis did not indicate
any contamination. But the discovery
of more cases of salmonella then led
it to halt production at the Craon plant.
Lactalis said further tests had shown that
contamination occurred at Craon following
work in the first half of the year.
It did not indicate the type of contamination
detected.
Privately held Lactalis is one of the
world's largest dairy companies, reporting
annual sales of around 17 billion euros
($20.2 billion).
It has been expanding its infant nutrition
activity although its biggest categories
are cheese and liquid milk.";Reuters
21/12/2017;New recall of Lactalis baby milk over salmonella fears;"French baby-milk maker Lactalis
on Thursday ordered the
recall of all of the production of one of
its factories since February over fears of
possible contamination with salmonella.
Lactalis, one of the world's top dairy
producers, had already recalled around
7,000 tonnes of infant formula milk two
weeks ago.
But in what it described as ""a precautionary
measure"" on Thursday, it had
now decided -- in consultation with the
health authorities -- to recall ""all infant
formula and nutritional products manufactured
and conditioned in the Craon
factory"" in north western France.
""Information received from the health
authorities as well as the results of initial
investigations carried out... led the
group to issue a second recall, this time
of all products manufactured since February
15, 2017 using a specific drying
tower at the factory,"" the statement said.
The latest recall involves 720 batches
of products sold in France and overseas,
compared with the initial recall of 625
batches on December 10.
It concerned powders and infant cereals
of the group's Picot and Milumel brands,
as well as the Taranis powdered aminoacid
mix, the company said.
""We now know that there has been a
low-level dispersed contamination within
Craon factory, due to work during the
first 2017 semester,"" it explained.
The Craon site was shut down on December
8 ""for a thorough and comprehensive
audit,"" it added.
On Monday, the health authorities said
that 23 infants had been identified as
having drunk formula milk produced at
Craon and who had caught salmonellosis.
Around a dozen of the infants had been
hospitalised, but had subsequently been
discharged and were ""doing well"", the
authorities said.
The father of one three-month-old baby,
who drank the milk, and the UFC Que
Choisir consumer association, said
Monday they had filed a complaint
against Lactalis.
- 'Very sensitive products' -
By recalling all of the factory's production,
Lactalis was applying ""the principle
of maximum precaution,"" said Jehan
Moreau, director of the French National
Federation of Dairy Industries or FNIL.
""Infant milks are very sensitive products
and no risks should be taken. But it's
a terrible decision for them, because it
will constitute a huge shortfall,"" Moreau
told AFP.
Salmonellosis is a food poisoning that
ranges from mild gastroenteritis to more
serious infections. It is potentially more dangerous for young children, the elderly
or weak.
The health ministry asked parents ""not
to use, where possible"", the products
concerned.
In the worst case, pediatricians recommend
boiling the milk for two minutes.
Lactalis has set up a 24-hour helpline for
consumers.
""We wish to extend our sincerest apologies
to the families affected.We are well
aware of the seriousness of the situation
and fully understand the anxiety and inconvenience
that have been caused,"" it
said in a statement.";AFP
11/12/2017;Dutch retailer pulls infant milk in French health scare;"Dutch
value-for-money retailer
Kruidvat pulled some of its
own-brand infant milk off the shelves
Monday following an international recall
by French baby milk maker Lactalis
amid a salmonella scare.
""As a precautionary measure Kruidvat
has stopped the sale of Kruidvat Extra
Care H.A.1 and Kruidvat follow-on Extra
Care H.A.2,"" which had been for
available for sale since July, the retailer
said in a statement.
""We've decided to take this measure because
salmonella contamination was detected
at a production location in France
where one of the ingredients is made,""
said Kruidvat, based in the central
Dutch town of Renswoude.
Lactalis and French health authorities
ordered the recall on Sunday after 26
cases of children falling sick in France,
with the company saying nearly 7,000
tonnes of its product may have been
contaminated.
Other baby care products are not affected,
Kruidvat said.
Lactalis is one of the world's biggest
producers of dairy products. It sells its
baby milk in packets ranging from
350-950 grams which are marketed
globally under a host of brand names,
including Milumel, Picot and Celi.
KOEN SUYK
Dutch retailer Kruidvat, a location of which
is seen in 2002, said other baby products
were not affected by the recall of their own
brand of infant milk
The recall will affect consumers in
countries including China, Pakistan,
Bangladesh, Britain and Sudan, underlining
the company's global reach.";AFP
10/12/2017;France orders international recall of Lactalis baby formula;"* Recalled Lactalis baby milk and food
shipped worldwide
* Recall includes export products for
China, Africa, LatAm
PARIS, Dec 10 (Reuters) - France has
ordered banned the sale and ordered a
recall of several baby formula milk and
baby food products made by French
dairy giant Lactalis after the discovery
of salmonella bacteria, consumer protection
agency DGCCRF said in a statement.
The recall includes products for export,
including to China, Taiwan, Pakistan,
Afghanistan, Iraq, Morocco, Lebanon,
Sudan, Romania, Serbia, Georgia,
Greece, Haiti, Colombia and Peru.
Some were also destined for regional
markets, including Africa and Asia.
The agency said that Lactalis, the
world's largest dairy company, had not
managed contamination risk and has
been ordered to conduct a product recall
and halt the sale and export of several
baby food products made at its Craon
plant in western France since Feb. 15.
The recall follows 20 cases of salmonella
infection of infants in France during
early December, which had already
prompted a limited recall of 12 Lactalis
products.
This week five new cases were reported
of infection with the ""salmonella agona""
bacteria. One of the infants had consumed
a Lactalis product that had not
been on the first recall list. The infants
have now recovered, the agency said.
Lactalis spokesman Michel Nalet said
on BFM Television that the products can
be exchanged in pharmacies or supermarkets.
He said that any salmonella
bacteria would be killed by boiling the
milk for two minutes.";Reuters
